Name,Company Domain Name,Website URL,Phone Number,Email,PMS,Booking URL,Number of Rooms,Lead Status,Existing Customer in Area,Description,Latitude,Longitude
Plim Plaza Hotel,plimplazaoc.com,http://www.plimplazaoc.com/,+1 410-289-6181,info@plimplazaoc.com,SynXis / TravelClick,https://reservations.travelclick.com/109133,181,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/109133 | Rooms: 181,38.3329154,
Wild Dunes Inn,wilddunesinn.com,https://www.wilddunesinn.com/,+1 609-399-2910,stay@shorebreakresorts.com,RMS Cloud,https://bookings13.rmscloud.com/Search/Index/12565/90/?Y=1,,New,,PMS: RMS Cloud | Booking URL: https://bookings13.rmscloud.com/Search/Index/12565/90/?Y=1,39.2749654,
Casablanca Oceanside Inn,casablancaoceansideinn.com,http://www.casablancaoceansideinn.com/,+1 410-289-8273,info@casablancaoceansideinn.com,IQWebBook,https://casablancaoceansideinn.ibe.stayntouch.com/,,New,,PMS: IQWebBook | Booking URL: https://casablancaoceansideinn.ibe.stayntouch.com/,38.353634,
Americana Hotel Oceanfront,theamericanahotel.com,http://www.theamericanahotel.com/,+1 410-289-6271,,IQWebBook,https://us01.iqwebbook.com/AHMD268/~/?check-in-date=&check-out-date=,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/AHMD268/~/?check-in-date=&check-out-date=,38.3403758,
Oceanic Motel,oceanicoc.com,https://oceanicoc.com/,+1 888-297-5856,info@oceanicoc.com,SynXis / TravelClick,http://reservations.travelclick.com/109135,,New,,PMS: SynXis / TravelClick | Booking URL: http://reservations.travelclick.com/109135,38.32631629999999,
Sea Cove Motel,seacove-motel.com,http://seacove-motel.com/,+1 410-289-5777,info@oclodging.com,JEHS / iPMS,https://live.ipms247.com/booking/book-rooms-seacovemotel,,New,,PMS: JEHS / iPMS | Booking URL: https://live.ipms247.com/booking/book-rooms-seacovemotel,38.3560896,
Coastal Inn,coastalinnoc.com,http://www.coastalinnoc.com/,+1 410-289-7722,info@oclodging.com,JEHS / iPMS,https://live.ipms247.com/booking/book-rooms-coastalinn,,New,,PMS: JEHS / iPMS | Booking URL: https://live.ipms247.com/booking/book-rooms-coastalinn,38.3557181,
The Burgundy Inn,vacationsbytheocean.com,http://www.vacationsbytheocean.com/,+1 410-289-8581,,IQWebBook,https://us01.iqwebbook.com/TBIMD200/,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/TBIMD200/,38.3433347,
The Beacon Inn,beaconinnlewes.com,https://www.beaconinnlewes.com/?utm_source=gmb&utm_medium=organic,+1 302-550-9283,maggielingo@gmail.com,IQWebBook,https://www.beaconinnlewes.com/?utm_source=gmb&utm_medium=organic#bookingBar,,New,,PMS: IQWebBook | Booking URL: https://www.beaconinnlewes.com/?utm_source=gmb&utm_medium=organic#bookingBar,38.7777406,
Captain Mey's Inn,captainmeys.com,http://www.captainmeys.com/,+1 609-884-7793,captainmeysinn@gmail.com,RezStream,https://secure.thinkreservations.com/captainmeys/reservations,,New,,PMS: RezStream | Booking URL: https://secure.thinkreservations.com/captainmeys/reservations,38.932463,
SeaLoft Oceanfront Hotel,sealoftoceanfronthotel.com,https://sealoftoceanfronthotel.com/?utm_source=google&utm_medium=organic&utm_campaign=sloh-gmb-listing,+1 410-289-6424,info@sealoftoceanfronthotel.com,Mews,https://app.mews.com/distributor/80552b78-5a60-440e-9edb-b0c10097ff2b,,New,,PMS: Mews | Booking URL: https://app.mews.com/distributor/80552b78-5a60-440e-9edb-b0c10097ff2b,38.3711095,
Madison Beach Motel,madisonbeachoc.com,https://www.madisonbeachoc.com/,+1 410-289-6282,MADISONBEACH@OCROOMS.COM,SynXis / TravelClick,https://www.madisonbeachoc.com/book/dates-of-stay,,New,,PMS: SynXis / TravelClick | Booking URL: https://www.madisonbeachoc.com/book/dates-of-stay,38.3322387,
Viking Motel,viking-motel.com,http://www.viking-motel.com/,+1 609-522-6610,viking@stayinwildwood.com,Beds24,https://beds24.com/book-vikingmotel,,New,,PMS: Beds24 | Booking URL: https://beds24.com/book-vikingmotel,38.9733887,
Dunes Suites,dunessuitesoc.com,http://www.dunessuitesoc.com/,+1 410-289-0891,info@dunessuitesoc.com,SynXis / TravelClick,https://reservations.travelclick.com/115290#/,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/115290#/,38.3559974,
Wellington Hotel And Suites Ocean Block,ocwellington.com,http://ocwellington.com/,+1 410-289-9189,,IB Strategies,https://secure.ibstrategies.com/cgi-bin/hrs/step1.pl?propertyID=wellin&groupID=wellin&aID=10&marketID=ocmd,,New,,PMS: IB Strategies | Booking URL: https://secure.ibstrategies.com/cgi-bin/hrs/step1.pl?propertyID=wellin&groupID=wellin&aID=10&marketID=ocmd,38.3399636,
Hotel safari,safarimotel.net,https://www.safarimotel.net/,+1 410-289-6411,safarimotel@gmail.com,JEHS / iPMS,https://www.safarimotel.net/bookdirectgetrewards/,10,New,,PMS: JEHS / iPMS | Booking URL: https://www.safarimotel.net/bookdirectgetrewards/ | Rooms: 10,38.3429264,
Jolly Roger Motel,jollyrogermotel.com,http://www.jollyrogermotel.com/,+1 609-522-1982,,InnRoad,https://jollyrogermotel.client.innroad.com/,,New,,PMS: InnRoad | Booking URL: https://jollyrogermotel.client.innroad.com/,38.9715309,
Ala Kai Motel,alakaimotel.com,http://alakaimotel.com/,+1 609-522-2159,info@alakaimotel.com,RezStream,https://guest.rezstream.com/search/the-ala-kai-motel,,New,,PMS: RezStream | Booking URL: https://guest.rezstream.com/search/the-ala-kai-motel,38.9639114,
Mountaineer Ocean Escape,platform.hostfully.com,https://platform.hostfully.com/vacation-rental-property-v2/83055/mountaineer-ocean-escape?disc=null&checkIn=&checkOut=&guests=1&l=,+1 304-839-1783,,unknown_booking_api,https://platform.hostfully.com/vacation-rental-property-v2/83055/mountaineer-ocean-escape?disc=null&checkIn=&checkOut=&guests=1&l=,,New,,PMS: unknown_booking_api | Booking URL: https://platform.hostfully.com/vacation-rental-property-v2/83055/mountaineer-ocean-escape?disc=null&checkIn=&checkOut=&guests=1&l=,38.4267736,
Causey Mansion Bed & Breakfast,causeymansion.com,http://www.causeymansion.com/,+1 301-996-8910,,unknown_booking_api,https://www.availabilityonline.com/availtable.php?un=causeym,,New,,PMS: unknown_booking_api | Booking URL: https://www.availabilityonline.com/availtable.php?un=causeym,38.9114799,
Atlantic Coast Inn,atlanticcoastinn.com,http://www.atlanticcoastinn.com/,+1 302-539-7673,,unknown_booking_api,https://www.skywaresystems.net:444/SkyBook?PropertyRowID=471,,New,,PMS: unknown_booking_api | Booking URL: https://www.skywaresystems.net:444/SkyBook?PropertyRowID=471,38.4517,
Jellystone Park™ Delaware Beaches,delawarejellystone.com,https://www.delawarejellystone.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,+1 302-491-6614,,unknown_booking_api,https://www.campspot.com/book/delawarejellystone,,New,,PMS: unknown_booking_api | Booking URL: https://www.campspot.com/book/delawarejellystone,38.8743459,
Anchorage Motel,anchoragemotelinc.com,https://www.anchoragemotelinc.com/,+1 302-645-8320,info@anchoragemotelinc.com,unknown_booking_api,https://www.skywaresystems.net:444/SkyBook?PropertyRowID=462&HotelID=1&MenuRowID=47,,New,,PMS: unknown_booking_api | Booking URL: https://www.skywaresystems.net:444/SkyBook?PropertyRowID=462&HotelID=1&MenuRowID=47,38.7333916,
Surf Song Beach Resort,surfsongnorthwildwood.com,http://surfsongnorthwildwood.com/,+1 609-523-0003,,unknown_booking_api,https://www.shoredecision.com/bookingvsm30/action/bookingvsm30?hotel_id=1800,,New,,PMS: unknown_booking_api | Booking URL: https://www.shoredecision.com/bookingvsm30/action/bookingvsm30?hotel_id=1800,38.9942179,
Beach RV rentals,beachrvrentals.com,http://beachrvrentals.com/,+1 443-386-3176,BeachRVrentals@gmail.com,unknown_booking_api,https://proxy.apps-api.instantpage.secureserver.net/v1/proxy/stats?id=77bf346e-d11b-4af8-b3c8-bf698434cfd6&source=fb,,New,,PMS: unknown_booking_api | Booking URL: https://proxy.apps-api.instantpage.secureserver.net/v1/proxy/stats?id=77bf346e-d11b-4af8-b3c8-bf698434cfd6&source=fb,38.3363982,
Log Canoe Inn,logcanoeinn.com,https://logcanoeinn.com/,+1 410-745-2929,,unknown_booking_api,https://www.book-it-now.com/logcanoeinn/#,,New,,PMS: unknown_booking_api | Booking URL: https://www.book-it-now.com/logcanoeinn/#,38.7862739,
Coliseum Ocean Resort,coliseumoceanresort.com,https://coliseumoceanresort.com/,+1 609-729-4444,,unknown_booking_api,https://www.shoredecision.com/bookingvsm30/action/bookingvsm30?hotel_id=28594,,New,,PMS: unknown_booking_api | Booking URL: https://www.shoredecision.com/bookingvsm30/action/bookingvsm30?hotel_id=28594,38.965163,
5100 Vacation Club,5100vacationclub.com,http://www.5100vacationclub.com/,+1 609-647-5772,5100vacationclub@gmail.com,unknown_booking_api,"https://frog.wix.com/bolt-performance?src=72&evid=21&appName=thunderbolt&is_rollout=0&is_company_network=false&is_sav_rollout=0&is_dac_rollout=0&dc=ireland-usercode&microPop=fastly_g&is_cached=true&msid=ff97df25-ccce-4c7c-b145-4e596e9b77fc&session_id=78947864-a0b8-467b-b123-6cfca903a9c4&ish=true&isb=true&isbr=webdriver&vsi=9194a2ad-6ebe-44c8-8fed-157f46f9ba75&caching=hit,hit_hit&pv=visible&pn=1&v=1.16723.0&url=https%3A%2F%2Fwww.5100vacationclub.com%2Fbook-a-room&st=2&ts=378&tsn=1710&platformOnSite=true&mpaSessionId=8277a846-42ed-437c-aba7-4080989434f2",,New,,"PMS: unknown_booking_api | Booking URL: https://frog.wix.com/bolt-performance?src=72&evid=21&appName=thunderbolt&is_rollout=0&is_company_network=false&is_sav_rollout=0&is_dac_rollout=0&dc=ireland-usercode&microPop=fastly_g&is_cached=true&msid=ff97df25-ccce-4c7c-b145-4e596e9b77fc&session_id=78947864-a0b8-467b-b123-6cfca903a9c4&ish=true&isb=true&isbr=webdriver&vsi=9194a2ad-6ebe-44c8-8fed-157f46f9ba75&caching=hit,hit_hit&pv=visible&pn=1&v=1.16723.0&url=https%3A%2F%2Fwww.5100vacationclub.com%2Fbook-a-room&st=2&ts=378&tsn=1710&platformOnSite=true&mpaSessionId=8277a846-42ed-437c-aba7-4080989434f2",38.9804273,
Paradise Inn NJ,paradiseinnnj.com,http://paradiseinnnj.com/,+1 609-729-8600,info@paradiseinnnj.com,unknown_booking_api,https://csp.secureserver.net/eventbus/web?clientid=b18ef4f046435b64a469b32c3c1c20a3,,New,,PMS: unknown_booking_api | Booking URL: https://csp.secureserver.net/eventbus/web?clientid=b18ef4f046435b64a469b32c3c1c20a3,38.9896841,
Waterside Inn,watersideinn.biz,https://watersideinn.biz/,+1 757-336-3434,,Windsurfer CRS,https://res.windsurfercrs.com/ibe/index.aspx?propertyID=15905&nono=1,,New,,PMS: Windsurfer CRS | Booking URL: https://res.windsurfercrs.com/ibe/index.aspx?propertyID=15905&nono=1,37.9300956,
Tidelands Caribbean Hotel & Suites,tidelandscaribbean.com,https://tidelandscaribbean.com/,+1 410-289-9455,reservations@jameshospitality.com,unknown_booking_api,https://tidelands.reservations.plus/reserve,,New,,PMS: unknown_booking_api | Booking URL: https://tidelands.reservations.plus/reserve,38.3358352,
Crystal Beach Oceanfront Hotel,crystalbeachhotel.com,https://crystalbeachhotel.com/,+1 800-641-0011,reservations@jameshospitality.com,unknown_booking_api,https://crystalbeach.reservations.plus/reserve,,New,,PMS: unknown_booking_api | Booking URL: https://crystalbeach.reservations.plus/reserve,38.354064,
Beach House,beachhouseoc.com,http://www.beachhouseoc.com/,,,unknown_booking_api,https://www.lodgix.com/static/booking-calendar/multi/iframe/lodgix.min.js,,New,,PMS: unknown_booking_api | Booking URL: https://www.lodgix.com/static/booking-calendar/multi/iframe/lodgix.min.js,38.33083209999999,
Kings Arms Motel,kingsarmsmotel.com,https://kingsarmsmotel.com/,+1 410-289-6257,,unknown_booking_api,https://s005826.officialbookings.com/?activeBookingEngine=KBE&propertyCode=S005826&skd-checkin=2026-01-06&skd-checkout=2026-01-13&skd-property-code=S005826&adult_room1=2&totalRooms=1&checkin=2026-01-06&checkout=2026-01-13&currencyCode=USD&language=en&priceType=asInPricelist&priceTimeBase=stay&coupon=,,New,,PMS: unknown_booking_api | Booking URL: https://s005826.officialbookings.com/?activeBookingEngine=KBE&propertyCode=S005826&skd-checkin=2026-01-06&skd-checkout=2026-01-13&skd-property-code=S005826&adult_room1=2&totalRooms=1&checkin=2026-01-06&checkout=2026-01-13&currencyCode=USD&language=en&priceType=asInPricelist&priceTimeBase=stay&coupon=,38.353579,
Simple Life Motel,simplelifemotel.com,https://simplelifemotel.com/,+1 410-390-3356,,unknown_booking_api,https://s006473.officialbookings.com/?activeBookingEngine=KBE&propertyCode=S006473&skd-checkin=2025-12-19&skd-checkout=2025-12-26&skd-property-code=S006473,,New,,PMS: unknown_booking_api | Booking URL: https://s006473.officialbookings.com/?activeBookingEngine=KBE&propertyCode=S006473&skd-checkin=2025-12-19&skd-checkout=2025-12-26&skd-property-code=S006473,38.3596459,
Albright's Motel,albrightsmotel.com,http://albrightsmotel.com/,+1 410-289-9205,albrightsmotel@aol.com,unknown_booking_api,https://albrightsmotel.com/ocean-city-md-motel-rooms/,,New,,PMS: unknown_booking_api | Booking URL: https://albrightsmotel.com/ocean-city-md-motel-rooms/,38.3324069,
Frederick Lodge Manufactured Home Community,fredericklodgemhc.com,http://www.fredericklodgemhc.com/,+1 302-244-3450,FrederickLodge-MShapiroManagement-Pw@propmsg.com,unknown_booking_api,https://static.parastorage.com/fonts/v2/790166f1-b347-4f16-8a29-f0c4931a7c35/v1/futura-lt-w01-book.woff2,,New,,PMS: unknown_booking_api | Booking URL: https://static.parastorage.com/fonts/v2/790166f1-b347-4f16-8a29-f0c4931a7c35/v1/futura-lt-w01-book.woff2,39.3558797,
Executive Motel,executivemotel.com,https://executivemotel.com/,+1 410-289-3101,,unknown_booking_api,https://s006138.officialbookings.com/,,New,,PMS: unknown_booking_api | Booking URL: https://s006138.officialbookings.com/,38.3591804,
The Tides Inn OC,tidesinnoc.com,http://tidesinnoc.com/,+1 410-289-3104,,unknown_booking_api,https://s006138.officialbookings.com/,,New,,PMS: unknown_booking_api | Booking URL: https://s006138.officialbookings.com/,38.3591536,
Bally's Atlantic City Hotel & Casino,casinos.ballys.com,https://casinos.ballys.com/atlantic-city/,+1 609-340-2000,,unknown_booking_api,https://ballysac.book.pegsbe.com/,,New,,PMS: unknown_booking_api | Booking URL: https://ballysac.book.pegsbe.com/,39.3563846,
Princess Royale Oceanfront Resort,princessroyale.com,https://princessroyale.com/?utm_source=googlebusiness&utm_medium=gmbl&utm_campaign=gmbltraffic,+1 410-524-7777,,unknown_booking_api,https://princessroyaleoceanresort.book.pegsbe.com/search?locale=en&offerCode=&flow=tf,10,New,,PMS: unknown_booking_api | Booking URL: https://princessroyaleoceanresort.book.pegsbe.com/search?locale=en&offerCode=&flow=tf | Rooms: 10,38.4076773,
Bonita Beach Hotel,bonitabeachhotel.com,https://bonitabeachhotel.com/,+1 800-641-0011,reservations@jameshospitality.com,unknown_booking_api,https://bonita.reservations.plus/Reserve,,New,,PMS: unknown_booking_api | Booking URL: https://bonita.reservations.plus/Reserve,38.40054,
Sunset Island,sunsetisland.net,http://sunsetisland.net/,+1 410-723-1730,Terry@SunsetIsland.net,unknown_booking_api,https://static.parastorage.com/fonts/v2/790166f1-b347-4f16-8a29-f0c4931a7c35/v1/futura-lt-w01-book.woff2,,New,,PMS: unknown_booking_api | Booking URL: https://static.parastorage.com/fonts/v2/790166f1-b347-4f16-8a29-f0c4931a7c35/v1/futura-lt-w01-book.woff2,38.3912886,
"Golden Nugget Atlantic City Hotel, Casino & Marina",goldennugget.com,https://www.goldennugget.com/atlantic-city/,+1 609-441-2000,,unknown_booking_api,https://goldennuggetac.book.pegsbe.com/,,New,,PMS: unknown_booking_api | Booking URL: https://goldennuggetac.book.pegsbe.com/,39.3795193,
Atlantic Motor Inn Near Boardwalk,atlanticmotorinnnearboardwalk.com,https://atlanticmotorinnnearboardwalk.com/,+1 609-345-3216,,unknown_booking_api,https://booking.stay22.com/san18/L-RLFPqnRr,39,New,,PMS: unknown_booking_api | Booking URL: https://booking.stay22.com/san18/L-RLFPqnRr | Rooms: 39,39.3621798,
Cayman Suites Hotel,caymansuites.com,http://www.caymansuites.com/,+1 410-250-7599,reservations@jameshospitality.com,unknown_booking_api,https://cayman.reservations.plus/Reserve?_ga=2.59174189.1802582272.1679404880-1993216312.1679404880,,New,,PMS: unknown_booking_api | Booking URL: https://cayman.reservations.plus/Reserve?_ga=2.59174189.1802582272.1679404880-1993216312.1679404880,38.4308532,
The Colonnade Inn,thecolonnadeinn.com,http://www.thecolonnadeinn.com/,+1 609-263-8868,,Windsurfer CRS,https://res.windsurfercrs.com/ibe/index.aspx?propertyID=16784&nono=1,,New,,PMS: Windsurfer CRS | Booking URL: https://res.windsurfercrs.com/ibe/index.aspx?propertyID=16784&nono=1,39.152121,
